,country,page,last_edit,article_quality
1318,United States,Michael Olbrich,804946097,Start
1319,United States,Vincent Luke Palmisano,804067052,Start
1320,United States,George Berham Parr,787834595,Stub
1321,United States,Al Pearlman,793092275,Stub
1322,United States,Charles T. Perry,750025676,Stub
1323,United States,B. G. Plumer,802819262,Start
1324,United States,William M. Rainach,801807753,Start
1325,United States,Justus Cornelius Ramsey,804946404,Stub
1326,United States,Henry English Read,804945652,Stub
1327,United States,Thomas Caute Reynolds,781384498,Start
1328,United States,Thomas Reynolds (governor),738297570,Start
1329,United States,Will Rogers Jr.,804081210,Stub
1330,United States,Thomas Jefferson Rusk,804354264,C
1331,United States,Peter Salentine,722989634,Stub
1332,United States,Tom Schweich,765078510,Stub
1333,United States,Bob Shamansky,799867185,Start
1334,United States,John F. Smulski,737914671,Start
1335,United States,C. Tracey Stagg,793913490,C
1336,United States,William H. Stead,754865150,Start
1337,United States,Anton D. Strouf,804945844,C
1338,United States,Arthur Teele,802430572,C
1339,United States,Warren Terhune,804945170,C
1340,United States,Jesse B. Thomas,765260317,Start
1341,United States,William F. Tisch,801968862,C
1342,United States,Jessica Upshaw,804941144,Start
1343,United States,Horace Worth Vaughan,787151809,GA
1344,United States,Joseph Vilas,804945043,C
1345,United States,Charles H. Voorhis,804093651,Stub
1346,United States,R. M. Wanamaker,731519296,Stub
1347,United States,Gerald Washington,804945338,C
1348,United States,Nick Wasicsko,781163541,Start
1349,United States,Karl Weidel,721215150,Start
1350,United States,Keith Westmoreland,798446583,Start
1351,United States,John Francis Wheaton,803713970,C
1352,United States,Dan White,806049991,C
1353,United States,Ralph Wilcox,805287852,Start
1354,United States,Philip Willkie,804937399,GA
1355,United States,John A. Wilson (politician),798360902,Stub
1356,United States,John Gilbert Winant,803425364,B
1357,United States,Harry Woods (Illinois politician),805997998,C
1358,United States,Marion Zioncheck,783479486,Start
1359,United States,Widow's succession,804003806,Stub
1360,United States,National Women's Political Caucus,801497817,GA
1361,United States,Jill Alper,795838141,Start
1362,United States,Janet H. Brown,743383299,Stub
1363,United States,Rebecca Gernhardt Cox,766788564,Start
1364,United States,Amy Dacey,801838976,Stub
1365,United States,Angela Davis,769717451,Stub
1366,United States,Monique Dorsainvil,803693853,Start
1367,United States,Lucy Tayiah Eads,766275439,Start
1368,United States,Nancy Halliday Ely-Raphel,803095195,C
1369,United States,Sara Flounders,763298140,Start
1370,United States,Christy Goldfuss,801734660,B
1371,United States,Florence Jaffray Harriman,804201211,C
1372,United States,Pamela Harriman,769882854,C
1373,United States,Mary Garrett Hay,801444165,Stub
1374,United States,Joanne Herring,804412006,Start
1375,United States,Hillaryland,724547793,Stub
1376,United States,Gracia Hillman,769685746,Start
1377,United States,Jennifer Ho,801144750,C
1378,United States,Karine Jean-Pierre,803135822,Start
1379,United States,Julie Kirchner,783439515,Start
1380,United States,Julia Lathrop,794456450,C
1381,United States,Ellen Lord,792504448,C
1382,United States,Clare Boothe Luce,798934064,Start
1383,United States,Carmen Lucia (union organizer),720107711,Stub
1384,United States,Janet J. McCoy,801710196,Start
1385,United States,Mari Maseng Will,787352545,Start
1386,United States,Deborah McFadden,801601799,C
1387,United States,Monica Milne,667815878,Start
1388,United States,Linda Moore (businesswoman),804068881,Start
1389,United States,Adele Morris,801613040,C
1390,United States,Shailagh Murray,803692835,Start
1391,United States,National Foundation for Women Legislators,803319558,B
1392,United States,Nancy Nord,780112259,C
1393,United States,Mattie Pinnette,763079820,Start
1394,United States,Phyllis Schlafly,799576966,Start
1395,United States,Susan Tierney,805372992,Start
1396,United States,United States Children's Bureau,800607565,Start
1397,United States,Christine A. Varney,801061518,B
1398,United States,Lezlee Westine,806153574,Start
1399,United States,Woman's National Democratic Club,735966681,Start
1400,United States,Women & Politics Institute,796753284,Start
1401,United States,Women in conservatism in the United States,797446083,Start
1402,United States,Women in the Black Panther Party,802421652,GA
1403,United States,Rodney Alexander,804608578,C
1404,United States,Eugene Atkinson,803707427,C
1405,United States,Nickey Browning,803364874,GA
1406,United States,Ben Nighthorse Campbell,797091650,C
1407,United States,Videt Carmichael,805854822,GA
1408,United States,Lincoln Chafee,800516402,C
1409,United States,Norm Coleman,781933847,Start
1410,United States,Charlie Crist,803037887,GA
1411,United States,Nathan Deal,805571279,C
1412,United States,Michael Forbes,797445717,Start
1413,United States,Virgil Goode,795548632,C
1414,United States,James W. Grant,798311879,C
1415,United States,Parker Griffith,795555206,Start
1416,United States,Ralph Hall,797446113,Start
1417,United States,Jimmy Hayes,805347737,Start
1418,United States,Andy Ireland,805645001,C
1419,United States,Mike Jacobs (Georgia politician),805424451,GA
1420,United States,Jim Jeffords,795810214,Start
1421,United States,Jim Justice,800087209,Stub
1422,United States,Greg Laughlin,798029256,C
1423,United States,Jan Lee,804768298,GA
1424,United States,Matthew G. Martínez,799380364,C
1425,United States,Stanford Morse,795559743,Start
1426,United States,Marshall Parker,805535192,C
1427,United States,Michael Parker (politician),801126509,C
1428,United States,Party switching in the United States,804431277,Start
1429,United States,Sonny Perdue,795409515,Start
1430,United States,Rick Perry,805865647,GA
1431,United States,Rupert Phillips,797362969,Stub
1432,United States,Ogden R. Reid,801712575,B
1433,United States,Donald W. Riegle Jr.,801519440,GA
1434,United States,Tommy F. Robinson,802269152,C
1435,United States,Buddy Roemer,806284749,B
1436,United States,Richard Shelby,795409751,GA
1437,United States,Bob Smith (American politician),804550748,GA
1438,United States,Arlen Specter,806247650,GA
1439,United States,Floyd Spence,795407779,C
1440,United States,Bob Stump (U.S. Congressman),805347719,Start
1441,United States,Billy Tauzin,805454804,GA
1442,United States,Strom Thurmond,796758810,GA
1443,United States,Lyman Trumbull,804256658,B
1444,United States,Amy Tuck,803123449,C
1445,United States,Kent Williams (politician),796753459,Start
1446,United States,Charles C. P. Arndt,801709262,GA
1447,United States,George W. Ashburn,767842868,C
1448,United States,Charles Bent,800667376,GA
1449,United States,John M. Bolton,801284282,Start
1450,United States,Tommy Burks,787496972,C
1451,United States,Louis Cardis,801583230,C
1452,United States,Anton Cermak,803574094,C
1453,United States,José Francisco Chaves,791431553,Start
1454,United States,Carl Choisser,800079152,Stub
1455,United States,John M. Clayton (Arkansas),803030286,C
1456,United States,Josiah Henry Combs,797258429,GA
1457,United States,William Couch,804896412,C
1458,United States,Richard J. Daronco,775528400,Stub
1459,United States,John Milton Elliott,801184528,Start
1460,United States,Joseph C. Eversole,798920722,C
1461,United States,William Clark Falkner,795701332,Start
1462,United States,William Goebel,805214017,B
1463,United States,Bill Gwatney,803995478,C
1464,United States,Carter Harrison Sr.,805114281,FA
1465,United States,Thomas Haughey,805694049,B
1466,United States,Thomas C. Hindman,798736535,C
1467,United States,James M. Hinds,805683603,FA
1468,United States,Edward Dexter Holbrook,770818410,C
1469,United States,John Huyler,795041521,Start
1470,United States,Thomas Johnson (Kansas politician),760386151,Start
1471,United States,Leon Jordan,797424208,Start
1472,United States,Robert F. Kennedy,775633638,Start
1473,United States,George LeBreton,771976618,Start
1474,United States,"Russell G. Lloyd, Sr.",787864260,C
1475,United States,Huey Long,772656152,C
1476,United States,Allard K. Lowenstein,794970822,B
1477,United States,Edwin Stanton McCook,790358159,C
1478,United States,Harvey Milk,783280325,Start
1479,United States,George Moscone,799528192,GA
1480,United States,Albert Patterson,798612337,C
1481,United States,Clementa C. Pinckney,752496450,Stub
1482,United States,John M. Pinckney,785078831,Start
1483,United States,David Ramsay (historian),803821108,C
1484,United States,George Lincoln Rockwell,806206088,B
1485,United States,Leo Ryan,800378745,C
1486,United States,Sarasota Assassination Society,757645912,Start
1487,United States,Solomon P. Sharp,803367518,C
1488,United States,John P. Slough,800077011,C
1489,United States,John W. Stephens,795881968,GA
1490,United States,Frank Steunenberg,790747992,GA
1491,United States,James Strang,775622366,Start
1492,United States,Mike Swoboda,753811222,Start
1493,United States,Wiley Thompson,778457323,Start
1494,United States,John A. Treutlen,778091327,Start
1495,United States,Robert Smith Vance,802524504,Start
1496,United States,John H. Wood Jr.,769460156,C
1497,United States,Samuel Newitt Wood,789485309,GA
1498,United States,Template:USPresidentsElectoralHistory,773303184,Stub
1499,United States,Template:USVicePresidentsElectoralHistory,773301858,Stub
1500,United States,Milo Bloom,804869037,Stub
1501,United States,Clay Davis,794287186,C
1502,United States,Jack Deveraux,804967392,C
1503,United States,Duck for President,763970153,C
1504,United States,Dorian Lord,798164565,C
1505,United States,Victoria Lord,806008053,C
1506,United States,List of politicians on Veep,713934035,Stub
1507,United States,President of the Continental Congress,803813597,C
1508,United States,Eric C. Bauman,799611429,C
1509,United States,Andrej Lisanik,803440441,C
1510,United States,Russell Veh,795978666,Start
1511,United States,Rocky Suhayda,802545472,C
1512,United States,Roberto Arango,804936582,GA
1513,United States,Paul Babeu,804151581,GA
1514,United States,Howard Bayless,762622692,C
1515,United States,Ruth Bennett,773981645,Start
1516,United States,Joan Jett Blakk,786547471,C
1517,United States,J. Quinn Brisben,801125891,C
1518,United States,Ryan Butler,801109736,C
1519,United States,Margarethe Cammermeyer,800881001,C
1520,United States,Roy Cohn,782924806,Start
1521,United States,Chris Cole (politician),804123422,C
1522,United States,Benjamin Cruz,780129399,Start
1523,United States,Bonnie Dumanis,802302246,Start
1524,United States,Sean Eldridge,790568079,Start
1525,United States,Rich Eychaner,744558066,Stub
1526,United States,Margo Frasier,798375349,C
1527,United States,Jennifer Gale,798973710,Start
1528,United States,Ron Galperin,757065414,Start
1529,United States,Richard Grenell,805182675,Start
1530,United States,Teresa Gutierrez,801737432,GA
1531,United States,David Hardt,743686472,Start
1532,United States,Maura Healey,783821571,GA
1533,United States,Michael A. Hess,804286248,FA
1534,United States,Kevin James (broadcaster),799933274,Start
1535,United States,Sonia Johnson,801411518,Start
1536,United States,Denise Juneau,793973758,C
1537,United States,Frank Kameny,797974170,Start
1538,United States,Fred Karger,786972205,Start
1539,United States,Steve Kerrigan,801769794,GA
1540,United States,Nancy Kulp,805010001,Start
1541,United States,Stacie Laughton,777885675,C
1542,United States,Kevin Lembo,794772692,Start
1543,United States,David McReynolds,802102037,C
1544,United States,Tony Miller (California),799505429,C
1545,United States,Nicole Murray-Ramirez,796345224,Start
1546,United States,Misty Plowright,806109794,C
1547,United States,Jason Rae,785321223,Stub
1548,United States,Danica Roem,784138992,Start
1549,United States,Grace Ross,805857707,GA
1550,United States,Mark Sanchez (politician),804933514,C
1551,United States,José Sarria,799238099,Start
1552,United States,Nick Shalosky,799332403,Start
1553,United States,Misty Snow,801288994,C
1554,United States,Lupe Valdez,804051551,C
1555,United States,Edwin Walker,799240260,C
1556,United States,Sumner Welles,803964189,FA
1557,United States,Adelbert Ames,803920747,C
1558,United States,Henry H. Bingham,801643968,B
1559,United States,John C. Black,799237807,Start
1560,United States,Thomas W. Bradley,799238641,C
1561,United States,Willis W. Bradley,799237531,C
1562,United States,Maurice Britt,801289746,Start
1563,United States,Smedley Butler,799237748,Start
1564,United States,Isaac S. Catlin,801512271,GA
1565,United States,Joshua Chamberlain,801619618,C
1566,United States,Clyde L. Choate,799236686,Start
1567,United States,Amos J. Cummings,805713742,B
1568,United States,Byron M. Cutcheon,799237614,B
1569,United States,Peter J. Dalessandro,805132451,C
1570,United States,Andrew Davidson (soldier),799237132,Start
1571,United States,Hubert Dilger,804697452,Start
1572,United States,Henry A. du Pont,799237487,C
1573,United States,John M. Farquhar,804438916,C
1574,United States,Joe Foss,799649001,FA
1575,United States,Nathan Green Gordon,806287221,C
1576,United States,James H. Harris,783269147,C
1577,United States,John F. Hartranft,783612516,C
1578,United States,Webb Hayes,799237084,C
1579,United States,Guy Vernor Henry,803246012,C
1580,United States,Richmond P. Hobson,802428164,C
1581,United States,Thomas W. Hyde,802051788,Start
1582,United States,Edouard Izac,799240429,C
1583,United States,Horatio Collins King,804460353,C
1584,United States,James E. Livingston,799829904,B
1585,United States,Douglas MacArthur,799240386,Start
1586,United States,Martin T. McMahon,804203329,C
1587,United States,Nelson A. Miles,802640221,C
1588,United States,John H. Moffitt,799305133,C
1589,United States,Charles E. Phelps,806251135,FA
1590,United States,Samuel E. Pingree,805350408,B
1591,United States,Philip S. Post,805668969,FA
1592,United States,Matthew Quay,805568724,C
1593,United States,William Y. W. Ripley,799238275,C
1594,United States,Theodore Roosevelt,800964866,C
1595,United States,Theodore Roosevelt Jr.,799239335,Start
1596,United States,John Schofield,799238901,Start
1597,United States,William Joyce Sewell,799238310,C
1598,United States,William E. Simonds,799237933,B
1599,United States,Julius Stahel,799239505,C
1600,United States,James Stockdale,803906441,C
1601,United States,Leo K. Thorsness,782584155,Start
1602,United States,Benjamin F. Tracy,788635538,C
1603,United States,Voltaire P. Twombly,795742814,Start
1604,United States,Jay R. Vargas,799634548,C
1605,United States,Victor Vifquain,753827439,Start
1606,United States,William H. Withington,790150115,Start
1607,United States,Leonard Wood,799654475,Start
1608,United States,Kathy Augustine,798684146,Start
1609,United States,Almon W. Babbitt,803307197,C
1610,United States,Arthur Brown (Utah senator),804944211,B
1611,United States,Edward W. Carmack,803953141,Start
1612,United States,Louis Carpenter (judge),798682011,Start
1613,United States,Gaylord J. Clarke,805273173,FA
1614,United States,Henry Cooper (U.S. Senator),766930428,Start
1615,United States,Mark Costello (Oklahoma politician),773709753,Start
1616,United States,Alexander P. Crittenden,804785068,Stub
1617,United States,Price Daniel Jr.,787194577,Start
1618,United States,James E. Davis (councilman),798612322,C
1619,United States,Nicholas Fish II,802699065,B
1620,United States,Albert Jennings Fountain,801619658,C
1621,United States,Charles Frankel,798418102,C
1622,United States,Nelson G. Gross,798439249,C
1623,United States,Francisco Guerrero (politician),770818162,Start
1624,United States,Cornelius S. Hamilton,804537464,C
1625,United States,Ken Harris (politician),778605534,C
1626,United States,Thomas K. Harris,801186962,B
1627,United States,Henry A. Crabb,799241662,GA
1628,United States,Hale Johnson,805411937,C
1629,United States,Roland Kotani,790975446,Start
1630,United States,Benjamin Long,805683729,Start
1631,United States,Rudy Lozano,793920627,C
1632,United States,Larry McDonald,793920567,Start
1633,United States,Harry Minto,799542005,B
1634,United States,Robert Potter (U.S. politician),805788048,B
1635,United States,Brian Sullivan (district attorney),804082579,C
1636,United States,Joe Vogler,799542168,B
1637,United States,John P. Wheeler III,793264615,C
1638,United States,Joseph L. White,799858316,GA
1639,United States,George Wythe,804494845,B
1640,United States,Political positions of Pat Buchanan,799852266,B
1641,United States,Political positions of Jeb Bush,799852293,GA
1642,United States,Political positions of Rudy Giuliani,775561860,Start
1643,United States,Environmental activism of Al Gore,775182017,Stub
1644,United States,Views of Lyndon LaRouche and the LaRouche movement,754080467,Start
1645,United States,Political positions of Sarah Palin,764770780,Start
1646,United States,Public image of George W. Bush,799236587,C
1647,United States,Public image of Bill Clinton,804424179,FA
1648,United States,Public image of Rudy Giuliani,802643483,GA
1649,United States,Public image of Mike Huckabee,799236624,Stub
1650,United States,Cultural and political image of John McCain,789196362,C
1651,United States,George McGovern in popular culture,805779507,B
1652,United States,Public image of Barack Obama,800989655,Stub
1653,United States,Public image of Sarah Palin,803619692,Stub
1654,United States,Public image of Mitt Romney,713552630,Start
1655,United States,Criticism of Franklin D. Roosevelt,797223921,C
1656,United States,Doris Allen (politician),793186778,C
1657,United States,Carlos Álvarez (mayor),796451244,C
1658,United States,Charles Bowles,806007482,B
1659,United States,Mike Boyle,803432334,FA
1660,United States,Gray Davis,804083434,C
1661,United States,Lynn Frazier,800253145,Start
1662,United States,Gary George (Wisconsin politician),803912950,FA
1663,United States,Hiram Gill,804864900,Stub
1664,United States,Angela Giron,765121702,GA
1665,United States,John N. Hagan,795879300,Stub
1666,United States,Oscar Hernandez (politician),779541971,Start
1667,United States,James W. Holley III,804819065,C
1668,United States,Randy Hopper,786447819,Start
1669,United States,Dan Kapanke,802475167,Start
1670,United States,Philip Mastin,802907676,FA
1671,United States,Michael J. Matthews,801798257,B
1672,United States,Evan Mecham,798341137,Start
1673,United States,John Morse (US politician),798354186,C
1674,United States,Russell Pearce,794767172,C
1675,United States,George Petak,768238652,Stub
1676,United States,Lester R. Rice-Wray,745569762,Stub
1677,United States,J. W. Robinson (mayor),712280275,Start
1678,United States,Bob Ryan (mayor),785976706,C
1679,United States,Paul H. Scott,747355227,Stub
1680,United States,Frank L. Shaw,799768653,Stub
1681,United States,Woodrow Stanley,776320032,C
1682,United States,Van H. Wanggaard,799388822,Start
1683,United States,James E. West (politician),721800605,Start
1684,United States,John Brown (biography),721970051,Stub
1685,United States,Template:NativeAmerican-politician-stub,764834687,Start
1686,United States,Template:US-politician-stub,805180647,C
1687,United States,Fleming Amyx,795879171,Stub
1688,United States,Fred Anderson (Montana politician),770535786,Stub
1689,United States,Marge Anderson,795820464,Start
1690,United States,Jose Aristimuño,722562134,Stub
1691,United States,Jennifer Arndt,800890375,B
1692,United States,Arthur A. Ballantine,799852277,FA
1693,United States,Aysh-ke-bah-ke-ko-zhay,799852308,B
1694,United States,John Bailhache,799885588,C
1695,United States,Nancy Ballance,798250934,GA
1696,United States,Gary Batton,786018917,Start
1697,United States,Bear's Rib,789833501,Start
1698,United States,Melanie Benjamin (Ojibwe leader),666855555,Stub
1699,United States,Beshekee,666834672,Stub
1700,United States,Clifford Birdinground,758192992,Stub
1701,United States,Coit D. Blacker,765251396,Start
1702,United States,William D. Blanks,797098442,Start
1703,United States,Edward Longstreet Bodin,792857662,Stub
1704,United States,Joel Bomgar,778942983,Stub
1705,United States,Matthew Box,721369751,Start
1706,United States,Stephen Boyd (attorney),738258270,Stub
1707,United States,Jenifer Branning,778760478,Stub
1708,United States,Martha Farmer Brewer,787931412,Start
1709,United States,Emperor Brim,797339419,Start
1710,United States,John Brooks (mayor),781884186,Start
1711,United States,Philip H. Bruck,794081016,Stub
1712,United States,Bill Bryant (politician),752331337,Stub
1713,United States,Leonard W. Buck,723705178,Stub
1714,United States,James G. Bull,779770665,Start
1715,United States,Deb Callahan,744447497,Stub
1716,United States,Steve Callaway,796037617,Start
1717,United States,William B. Camp,804514223,Start
1718,United States,Kristie Canegallo,796036719,Start
1719,United States,John Carmichael (Kansas politician),802683756,Start
1720,United States,John J. Carson,792620625,Stub
1721,United States,William Arnold Carter,795835405,Stub
1722,United States,Víctor Castro (landowner),725077269,Stub
1723,United States,John Chester (Connecticut),746922350,Stub
1724,United States,Suzanne Chun Oakland,798242765,Start
1725,United States,Steven W. Churchill,782499025,Stub
1726,United States,Ken Clark (politician),763903832,Stub
1727,United States,Trent Clark (politician),796036942,Start
1728,United States,Norris Cochran,796036412,Stub
1729,United States,Charles Coleman (politician),741834878,Stub
1730,United States,Gentry Collins,794667250,Stub
1731,United States,Gilbert G. Collins,706435364,Stub
1732,United States,Pat Connell,802698458,Stub
1733,United States,Terry Considine,795879628,Stub
1734,United States,Brad Courtney,778914019,Stub
1735,United States,Jean-Paul Coussan,799879909,Start
1736,United States,Craig Clemmensen,805031334,Stub
1737,United States,Ron Crickenberger,803648860,Stub
1738,United States,John H. Crockett,778931047,Stub
1739,United States,William Crook (politician),796035960,Start
1740,United States,Caleb Crosby,801438901,Stub
1741,United States,Warren Daniel,796034138,Start
1742,United States,Darrell Kick,797794627,C
1743,United States,Raj Date,797097345,Start
1744,United States,Michael M. Davis,801936207,Stub
1745,United States,H. Dunlop Dawbarn,748865498,Stub
1746,United States,Augustus Stoner Decker,731660598,Stub
1747,United States,Maura DeLuca,804989176,Stub
1748,United States,William S. Derrick,779761013,Stub
1749,United States,Jill Dickman,763224977,Stub
1750,United States,Dirtbag Left,752305258,Start
1751,United States,Michael Dively,802611588,Stub
1752,United States,Andrew Do,763798609,Stub
1753,United States,Douglas Domenech,794667259,Start
1754,United States,Mark Dudzic,797015825,Start
1755,United States,Walt Dziedzic,803430767,Start
1756,United States,Ron Ehli,780295965,Start
1757,United States,Ronnie Eldridge,767153908,Start
1758,United States,Steven Engel,785282540,Stub
1759,United States,Howell C. Featherston,805873622,Start
1760,United States,Joelle Fishman,805168975,Start
1761,United States,Brian Fitzpatrick (American politician),764159230,Stub
1762,United States,Richard A. Flintrop,723677112,Stub
1763,United States,Marion B. Folsom,795879498,Stub
1764,United States,John Fontaine,798684380,Start
1765,United States,Neal Foster,779728355,Stub
1766,United States,Richard Foster (Alaska politician),748841745,Start
1767,United States,Playing Fox,719133534,Start
1768,United States,Anthony M. Frank,805108145,Stub
1769,United States,Albert Frink,779881050,Stub
1770,United States,Eugene Fubini,796035509,Stub
1771,United States,Moffie Funk,777011861,Start
1772,United States,Frank Garner,728625614,Stub
1773,United States,Gary Howell (Michigan politician),791396847,Stub
1774,United States,Terry Gauthier,751022785,Stub
1775,United States,Audrey Gelman,803484030,Start
1776,United States,Stuart M. Gerson,803709580,Start
1777,United States,Hogan Gidley,794590900,Start
1778,United States,Kenyon E. Giese,783579413,Stub
1779,United States,Vincent Goes Ahead,803184209,Start
1780,United States,Lee E. Goodman,796037071,Start
1781,United States,George Graham (soldier),805772949,Stub
1782,United States,Floyd F. Green,790519006,Start
1783,United States,Richard Ward Greene,706317015,Stub
1784,United States,Richard J. Griffin,779728335,Stub
1785,United States,Deirdre Griswold,790519084,Start
1786,United States,Steve Gunderson (Montana politician),799940018,Start
1787,United States,Julien Gunn,802034478,Stub
1788,United States,Charlotte Hallmark,799061535,Stub
1789,United States,Martin D. Hamilton,771538072,Start
1790,United States,Watson F. Hammond,800692309,Start
1791,United States,Stephanie Hannon,795879572,Stub
1792,United States,Wretha Hanson,789966772,Stub
1793,United States,Clifford M. Hardin,766139421,Start
1794,United States,Kevin Hardwick,795879633,Stub
1795,United States,Frank Hatton (U.S. politician),721369784,Start
1796,United States,Harrison E. Havens,738272520,Start
1797,United States,Arrin Hawkins,778938063,Stub
1798,United States,John H. Heitmann,801255343,Stub
1799,United States,William J. Henderson,757338650,Stub
1800,United States,Juan Hernandez (political advisor),795879399,Stub
1801,United States,John S. Herrington,790519785,Start
1802,United States,Adam Hertz,796036979,Start
1803,United States,Stephen Higgins,794745000,Start
1804,United States,Steve Hinebauch,802526223,Start
1805,United States,Jedediah Hinkle,796036642,Start
1806,United States,John Nelson Hinkle,797133197,Start
1807,United States,Frank Harris Hitchcock,794563613,Start
1808,United States,Thomas M. Hodgson,802585427,Stub
1809,United States,Tom Hoefling,795653748,Start
1810,United States,Lyman Hoffman,770169625,Start
1811,United States,Justin Holland (politician),796036494,Start
1812,United States,Mary Cal Hollis,723799187,Stub
1813,United States,Gavrielle Holmes,754478861,Start
1814,United States,Larry Holmes (activist),801600439,Stub
1815,United States,Mike Hopkins (politician),790535957,Start
1816,United States,Ed Jackson (Tennessee politician),803200362,Stub
1817,United States,Phillip Jackson,799136692,C
1818,United States,James I. Loeb,795879582,Stub
1819,United States,William Jefferies Jr.,798405048,Start
1820,United States,Robert H. Jeffrey,734832431,Stub
1821,United States,"William H. Jeffreys, Jr.",758373224,Stub
1822,United States,Warren Jenkins,723696164,Stub
1823,United States,Craig Johnson (Iowa politician),798441576,Start
1824,United States,Robert I. Johnson,795879205,Stub
1825,United States,Harry Johnston (politician),789712434,Stub
1826,United States,Brent A. Jones,787332100,Start
1827,United States,Peter Lawson Jones,777800598,Stub
1828,United States,Charles Jordan (government official),768181435,Start
1829,United States,Jim Jordan (political consultant),778388481,Start
1830,United States,Theodore Joslin,794416814,Start
1831,United States,Ralph Justice,805180928,Start
1832,United States,Curt Kalk,796167100,Start
1833,United States,George J. Karb,796204377,Stub
1834,United States,Julius Katz,795879617,Stub
1835,United States,Joseph B. Keenan,798615883,Start
1836,United States,Larry Kenck,792630384,Stub
1837,United States,Alyson Kennedy,766921180,Stub
1838,United States,John Kerr (US politician),745789860,Stub
1839,United States,C. Louis Kincannon,796035794,Stub
1840,United States,Eli C. King,754478142,Start
1841,United States,John G. King (politician),800067435,Stub
1842,United States,E. T. Klassen,765217334,Stub
1843,United States,Jon Knokey,795879615,Stub
1844,United States,Alfred Kohlberg,800947016,Start
1845,United States,Albert Kookesh,800961966,Start
1846,United States,Alfred A. Lama,773888711,Start
1847,United States,Samuel M. Lambert,761332661,Stub
1848,United States,Robert P. Lamont,747774517,Stub
1849,United States,Mike Lang (Montana politician),796035770,Stub
1850,United States,John Laughrey,761157551,Start
1851,United States,Denis Law (politician),805569443,Start
1852,United States,Samuel Lewis (politician),787279291,Start
1853,United States,Charles C. Lips,790521491,Start
1854,United States,Eugene Little Coyote,796036544,Stub
1855,United States,David H. Locke,796035520,Stub
1856,United States,Gary Loftus,796037041,Stub
1857,United States,Denley Loge,786506579,Stub
1858,United States,William Long (mayor),792667220,Stub
1859,United States,Nancy Lord,778558541,Stub
1860,United States,Gregory Lorjuste,795879442,Stub
1861,United States,Henry Loucks,797469359,Start
1862,United States,Theresa Manzella,796036564,Start
1863,United States,Charmaine Marchand-Stiaes,707654266,Stub
1864,United States,Sidney A. Marchand,801845997,Stub
1865,United States,Theodore J. Marchand,778766300,Stub
1866,United States,George Sidney Marshall,728518410,Stub
1867,United States,James William Marshall,765107720,Stub
1868,United States,Jacob L. Martin,748071357,Stub
1869,United States,William T. Martin (mayor),787244101,Stub
1870,United States,James W. Mason,796036029,Start
1871,United States,William Arden Maury,765795179,Start
1872,United States,Patrick F. McDonough,723745241,Stub
1873,United States,Abram Irvin McDowell,723799178,Stub
1874,United States,Chad McMahan,796036862,Start
1875,United States,Michael A. McManus Jr.,796040133,Start
1876,United States,George W. Meeker,720356495,Stub
1877,United States,Tanya Melich,795879474,Stub
1878,United States,Kathleen Merrigan,798973740,Stub
1879,United States,Michael V. Lee,797710302,Stub
1880,United States,John Guerrant Miller,785884411,Stub
1881,United States,Rudy Moise,796167539,Start
1882,United States,Tom Moody (politician),685347694,Stub
1883,United States,John Moore (Nevada politician),792120129,Start
1884,United States,Thomas Hill Moore,789394274,Stub
1885,United States,Monica Moorehead,795141838,Start
1886,United States,Richard M. Moose,787366120,Stub
1887,United States,Paul Morton,721838961,Stub
1888,United States,Michael P. Mullin,806199141,Start
1889,United States,Murray Hill Incorporated,745796315,Stub
1890,United States,Eli Houston Murray,796036987,Start
1891,United States,Lawrence O. Murray,794592981,Start
1892,United States,Benjamin Nageak,796037024,Stub
1893,United States,Alfred Nakak,795879264,Stub
1894,United States,Victoria Neave,765666056,Stub
1895,United States,Erven T. Nelson,718858500,Start
1896,United States,Mark Noland,805980023,Stub
1897,United States,Delmas H. Nucker,759413795,Stub
1898,United States,Andrew O'Brien (politician),723785326,Stub
1899,United States,Robert T. Oestreicher,728451018,Stub
1900,United States,Tom Maidhc O'Flaherty,764836516,Start
1901,United States,Old Tassel,795879624,Stub
1902,United States,Philo H. Olmsted,728453557,Stub
1903,United States,Donny Olson,797566520,C
1904,United States,Albert Olszewski,790272716,Start
1905,United States,Oscar R. Ewing,801940675,Start
1906,United States,Matthew O'Shea,796036522,Start
1907,United States,Stephen Ostroff,805048542,Start
1908,United States,David Parker (Mississippi politician),790521557,Start
1909,United States,Floyd Parker,801009679,Stub
1910,United States,Gerard Parker,773844532,Stub
1911,United States,LaRue Parker,765757279,Start
1912,United States,Alexander Patton,723705126,Stub
1913,United States,Henry Clay Payne,764107941,Start
1914,United States,Dennis Peron,726654858,Stub
1915,United States,George Silas Peters,793825081,Stub
1916,United States,Barry Peterson (Idaho),705886439,Start
1917,United States,Suzanne Pharr,779363419,Start
1918,United States,Jarvis W. Pike,798356368,Start
1919,United States,Raymond Pitcairn,723792502,Stub
1920,United States,John A. Polk,719332094,Stub
1921,United States,Vanleer Polk,794586378,Start
1922,United States,Milton Rice Polland,796036512,Start
1923,United States,Albert J. Pullen,806205626,Start
1924,United States,Michael Ranzenhofer,791962485,Start
1925,United States,Edison Real Bird,720356280,Stub
1926,United States,Richard Real Bird,795879568,Stub
1927,United States,Matt Regier,796035982,Stub
1928,United States,Phil Reitinger,764834692,Stub
1929,United States,Gerald A. Reynolds,797094937,Start
